"39.12. КОЛБАСНЫЕ ИЗДЕЛИЯ",024214,"ШЕЙКА СЫРОВЯЛЕНАЯ \"КОППА\"",кг,2202429,,
"39.12. КОЛБАСНЫЕ ИЗДЕЛИЯ",026111,"ОКОРОК \"ПРОШУТТО КРУДО\" С/В Б/К 1кг. (взс)",кг,2202786,,
"39.12. КОЛБАСНЫЕ ИЗДЕЛИЯ",037750,"ГОВЯДИНА СЫРОВЯЛ. БРЕЗАОЛА 1/2 \"ПУНТА ДАНКА\"",кг,2204473,,
"39.12.1. МПЗ",002238,"ВЕТ. СВИДЕТЕЛЬСТВО",шт,2400000006008,1,
"39.12.1.8. копчености",043660,"ОКОРОЧКА  ЦЫП.  в/к ЛЮБИТЕЛ ВАК (ЦАРИЦЫНО)",кг,2205188,,
"39.12.1.8. копчености",043898,"КРЫЛЬЯ  ЦЫП.  в/к ЛЮБИТЕЛ ВАК (ЦАРИЦЫНО)",кг,2205225,,
"39.12.2.1. весовой",005219,"КОЛБАСА \"МРАМОРНАЯ\" С/К БОГАТЫРЬ",кг,2200006,,
"39.12.2.1. весовой",005222,"КОЛБАСА \"ЧОРИЗО\" С/К БОГАТЫРЬ",кг,2200008,,
"39.12.2.1. весовой",005235,"КОЛБАСА \"ДЕЛИКАТЕСНАЯ В СПЕЦИЯХ\" С/К ЧЕРКИЗОВО",кг,2200013,,
"39.12.2.1. весовой",005237,"КОЛБАСА \"КРЕМЛЕВСКАЯ\" С/К ЧЕРКИЗОВО",кг,2200014,,
"39.12.2.1. весовой",005239,"КОЛБАСА \"САЛЬЧИЧОН\" С/К ЧЕРКИЗОВО",кг,2200016,,
"39.12.2.1. весовой",005243,"КОЛБАСА \"ФИЕСТА\" С/К РЕМИТ",кг,2200019,,
"39.12.2.1. весовой",009413,"ХАМОН \"АРОМА СЕРРАНА\" СЫР/ВЯЛ. БЕЗ КОСТИ",кг,2200550,,
"39.12.2.1. весовой",009423,"КОЛБАСА \"Rocheblin\" С ГЕРАНДСКОЙ СОЛЬЮ",кг,2200553,,
"39.12.2.1. весовой",009427,"КОЛБАСА \"Le Saucisson du Marche\" СЫР/ВЯЛ. В ЗОЛЕ",кг,2200554,,
"39.12.2.1. весовой",009428,"КОЛБАСА \"Le Saucisson du Marche\" СЫР/ВЯЛ. С ЛЕС. ОРЕХ.",кг,2200555,,
"39.12.2.1. весовой",009436,"КОЛБАСА \"Le Saucisson du Marche\" СЫР/ВЯЛ. С ПРОВАН. ТРАВАМИ",кг,2200557,,
"39.12.2.1. весовой",009443,"КОЛБАСА \"Пти Гийом Rocheblin\" СЫР/ВЯЛ.",кг,2200560,,
"39.12.2.1. весовой",009444,"КОЛБАСА \"Пти Жезю Rocheblin\" СЫР/ВЯЛ.",кг,2200561,,
"39.12.2.1. весовой",010186,"МУСС УТИНЫЙ \"MALVASIA\" КОНТ. 400г",кг,2200829,,
"39.12.2.1. весовой",010205,"МУСС УТИНЫЙ \"MALVASIA\" С ПЕРЦЕМ ЯМАЙКА (КОНТ.)  400г",кг,2200837,,
"39.12.2.1. весовой",010250,"САЛЯМИ В СЫРЕ \"CASAPONSA\" 80мм С/В",кг,2200856,,
"39.12.2.1. весовой",010252,"ЧОРИСО \"MARTINES SOMALO\" С/В",кг,2200857,,
"39.12.2.1. весовой",010253,"ЧОРИСО \"CASAPONSA\" ЭКСТРА В ПЕРЦЕ С/В ТУННЕЛЬ",кг,2200858,,
"39.12.2.1. весовой",010254,"САЛЬЧИЧОН \"MARTINES SOMALO\" С/В БАТОН",кг,2200859,,
"39.12.2.1. весовой",010255,"САЛЬЧИЧОН \"CASAPONSA\" ЭКСТРА В ПРЯН.ТРАВАХ С/В ТУННЕЛЬ",кг,2200860,,
"39.12.2.1. весовой",010256,"БАЙОНА \"CASAPONSA\" В НАТ.ОБОЛОЧКЕ С/В",кг,2200861,,
"39.12.2.1. весовой",010257,"ШЕЙКА \"MONCASA GOURMET\" С/В",кг,2200862,,
"39.12.2.1. весовой",010260,"ХАМОН СЕРРАНО БЛОК Б/КОСТИ (ВЫД. ОТ 12 МЕС.)",кг,2200864,,
"39.12.2.1. весовой",010261,"ХАМОН СЕРРАНО НАТ.ФОРМ. Б/КОСТИ (ВЫД. ОТ 14 МЕС.)",кг,2200865,,
"39.12.2.1. весовой",010262,"САЛЯМИ ЭКСТРА \"CASAPONSA\" В ПЕРЦЕ С/В ТУННЕЛЬ",кг,2200866,,
"39.12.2.1. весовой",010263,"САЛЯМИ ЭКСТРА \"CASAPONSA\" С ХАМОНОМ И ОЛИВКАМИ С/В",кг,2200867,,
"39.12.2.1. весовой",010264,"САЛЯМИ  \"CASAPONSA\" В ЗЕЛЕНОМ ПЕРЦЕ 80мм С/В",кг,2200868,,
"39.12.2.1. весовой",010266,"САЛЯМИ  \"CASAPONSA\" В ПРЯНЫХ ТРАВАХ 80мм С/В",кг,2200869,,
"39.12.2.1. весовой",012255,"ОБРЕЗЬ КОЛБАСНАЯ ДЛЯ ЖИВОТНЫХ",кг,2200980,,
"39.12.2.1. весовой",014185,"ОКОРОК \"ПРОШУТТО ДЕЛЛЕ ФЕСТЕ\" С/В Б/К 1кг. (вес)",кг,2201291,,
"39.12.2.1. весовой",016015,"ХАМОН СЕРРАНО FJS С/В КОСТЬ, ВЫД.12МЕС.",кг,2201461,,
"39.12.2.1. весовой",017247,"ПАШТЕТ АРДЕНСКИЙ (СВИНОЙ) С ЯБЛОКАМИ (ЧЕХИЯ)",кг,2201694,,
"39.12.2.1. весовой",017248,"МУСС УТИНЫЙ С ШАМПАНСКИМ (ЧЕХИЯ)",кг,2201695,,
"39.12.2.1. весовой",017395,"ХАМОН \"SERRANO BENNUY\" СЫР/ВЯЛ. БЕЗ КОСТИ",кг,2201707,,
"39.12.2.1. весовой",018206,"КОЛБАСА \"ПОЛЯРНАЯ\" СЫРОКОПЧЕНАЯ",кг,2201760,,
"39.12.2.1. весовой",018209,"КОЛБАСА \"СЕВЕРНАЯ \" СЫРОКОПЧЕНАЯ  Н/О",кг,2201761,,
"39.12.2.1. весовой",018244,"КОЛБАСА \"АВСТРИЙСКАЯ\" С/ВЯЛ.  (МИКОЯН)",кг,2201776,,
"39.12.2.1. весовой",018250,"Д. СЕРВ. \"ШВАРЦВАЛЬД\" В/К",кг,2201777,,
"39.12.2.1. весовой",018251,"Д.  \"ЛА ПАРМА\" С/К",кг,2201778,,
"39.12.2.1. весовой",018252,"Д. \"САН МАРКО\" С/К",кг,2201779,,
"39.12.2.1. весовой",019094,"СЕРВЕЛАТ \"ОРЕХОВЫЙ\" Д.  В/К В ЗАЩ.",кг,2201876,,
